Date,Expiry Date,Type,Underlying Price,Strike,Last Price,Bid,Mid,Ask,Volume,Open Interest,Implied Volatility,Delta,Gamma,Theta,Vega
2025-08-07,2025-08-15,PUT,319.91,335.0,18.23,18.15,18.23,18.3,349,2322,43.87%,-0.74,0.015,-0.38,0.16
2025-08-07,2025-08-15,PUT,319.91,337.5,21.05,20.1,20.18,20.25,139,121,43.99%,-0.77,0.0139,-0.35,0.15
2025-08-07,2025-08-15,PUT,319.91,340.0,22.29,22.15,22.23,22.3,231,10771,44.27%,-0.8,0.0127,-0.32,0.14
2025-08-07,2025-08-15,PUT,319.91,342.5,24.8,23.35,24.05,24.75,17,50,42.26%,-0.84,0.0118,-0.26,0.12
2025-08-07,2025-08-15,PUT,319.91,345.0,26.55,25.6,26.35,26.7,236,223,43.44%,-0.86,0.0104,-0.24,0.11
2025-08-07,2025-08-15,PUT,319.91,347.5,30.84,28.5,24.75,29.0,8,70,45.38%,-0.87,0.0094,-0.24,0.11
2025-08-07,2025-08-15,PUT,319.91,350.0,31.65,30.7,30.88,31.25,1238,4897,45.33%,-0.88,0.0083,-0.2,0.09
2025-08-07,2025-08-15,PUT,319.91,352.5,34.55,32.55,33.68,34.4,9,2,50.03%,-0.88,0.0076,-0.24,0.1
2025-08-07,2025-08-15,PUT,319.91,355.0,36.5,35.3,35.7,36.2,10,1005,47.14%,-0.91,0.0066,-0.17,0.08
2025-08-07,2025-08-15,PUT,319.91,357.5,39.25,37.26,37.83,38.6,3,40,45.57%,-0.94,0.0056,-0.12,0.06
2025-08-07,2025-08-15,PUT,319.91,360.0,40.5,39.85,40.4,40.95,100,6304,47.41%,-0.94,0.0051,-0.12,0.06
2025-08-07,2025-08-15,PUT,319.91,362.5,47.56,41.85,42.63,43.4,1,25,44.08%,-0.96,0.0038,-0.06,0.04
2025-08-07,2025-08-15,PUT,319.91,365.0,46.05,44.35,44.88,45.7,87,638,43.86%,-0.96,0.0027,-0.02,0.03
2025-08-07,2025-08-15,PUT,319.91,367.5,48.5,46.9,47.6,48.3,8,3,47.46%,-0.97,0.0032,-0.06,0.04
2025-08-07,2025-08-15,PUT,319.91,370.0,52.9,50.2,50.55,50.6,17,1136,51.93%,-0.96,0.0033,-0.09,0.04
2025-08-07,2025-08-15,PUT,319.91,372.5,,51.5,52.35,53.2,0,0,49.68%,-0.99,0.0012,0.01,0.01
2025-08-07,2025-08-15,PUT,319.91,375.0,56.0,54.35,54.18,56.0,34,231,55.26%,-0.96,0.0023,-0.08,0.04
2025-08-07,2025-08-15,PUT,319.91,380.0,62.98,59.6,60.05,60.5,37,549,55.81%,-0.97,0.0022,-0.06,0.03
